building_name,building_address,building_stationText,building_AFText,room_floor,room_layout,room_url
ヒルサイド白山,東京都文京区白山2丁目2-1,都営三田線 白山駅 徒歩9分;都営大江戸線 春日駅 徒歩11分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,33年 / 6階建,3階,1LDK,https://www.homes.co.jp/chintai/room/0a485af1329b15315c550491c48ed6bb21f598f0/
東京メトロ有楽町線 護国寺駅 徒歩8分,東京都文京区目白台3丁目15-2,東京メトロ有楽町線 護国寺駅 徒歩8分;東京メトロ副都心線 雑司が谷駅 徒歩14分;東京地下鉄東西線 早稲田 徒歩18分,新築 / 3階建,3階,3LDK,https://www.homes.co.jp/chintai/room/7b1a681e4e006d61b0b600cb25eeadd60546bffd/
ピア白山,東京都文京区白山2丁目6-2,都営三田線 白山駅 徒歩10分;東京メトロ南北線 後楽園駅 徒歩12分;東京都三田線 春日 徒歩12分,39年 / 2階建,2階,1DK,https://www.homes.co.jp/chintai/room/6c4c9c7809788bbea5008c587d777f2b3481fecc/
東京メトロ丸ノ内線 御茶ノ水駅 徒歩7分,東京都文京区湯島2丁目2-5,東京メトロ丸ノ内線 御茶ノ水駅 徒歩7分;東京メトロ銀座線 末広町駅 徒歩9分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩10分,44年 / 9階建,4階,1DK,https://www.homes.co.jp/chintai/room/01880140cdc4dce49f2d76352d89d40477a828e7/
パークホームズ本郷三丁目,東京都文京区湯島2丁目12-5,都営大江戸線 本郷三丁目駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩9分,2年 / 14階建,9階,2LDK,https://www.homes.co.jp/chintai/room/dfea9b0115d2d7c257eb0ca26d0dd33577b2f515/
パークホームズ本郷三丁目,東京都文京区湯島2丁目12-5,都営大江戸線 本郷三丁目駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩9分,2年 / 14階建,9階,3LDK,https://www.homes.co.jp/chintai/room/090741f8d6516c31470181d0be72fe45dbac9ce8/
パークホームズ本郷三丁目,東京都文京区湯島2丁目12-5,都営大江戸線 本郷三丁目駅 徒歩7分;JR中央線 御茶ノ水駅 徒歩9分,2年 / 14階建,2階,2LDK,https://www.homes.co.jp/chintai/room/0a0716916b902e33a79ad442cf308372360ec253/
GRAVA,東京都文京区本郷4丁目15-1,都営三田線 春日駅 徒歩2分;東京メトロ丸ノ内線 後楽園駅 徒歩4分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩9分,17年 / 4階建,3階,1LDK,https://www.homes.co.jp/chintai/room/c23bbda77051b5443b310bedea7bc798e5b205e9/
ライオンズマンション文京白山,東京都文京区白山1丁目,都営三田線 白山駅 徒歩3分;東京メトロ南北線 本駒込駅 徒歩7分;東京メトロ南北線 東大前駅 徒歩12分,27年 / 10階建,6階,1SLDK,https://www.homes.co.jp/chintai/room/6c36585264f5afd207d753bbcd042ae24dab3be3/
東京メトロ南北線 東大前駅 徒歩6分,東京都文京区向丘2丁目16-3,東京メトロ南北線 東大前駅 徒歩6分;東京メトロ南北線 本駒込駅 徒歩9分;都営三田線 白山駅 徒歩9分,33年 / 3階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/2a5106c096fe3b7f5c21a2d6dc92fe97a55d7569/
プチ・ローザ,東京都文京区本郷6丁目8-18,東京メトロ南北線 東大前駅 徒歩10分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩11分;都営大江戸線 春日駅 徒歩12分,36年 / 3階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/94265bd61503e4bdf40b4b0f8eaa253caf88f6d1/
ライオンズマンション千駄木第2,東京都文京区千駄木3丁目,JR山手線 西日暮里駅 徒歩5分;東京メトロ千代田線 千駄木駅 徒歩7分;JR山手線 日暮里駅 徒歩13分,41年 / 10階建,6階,ワンルーム,https://www.homes.co.jp/chintai/room/caff9da1677f57d62dadce3c9deae28b8ccafce9/
東京メトロ有楽町線 護国寺駅 徒歩4分,東京都文京区目白台3丁目,東京メトロ有楽町線 護国寺駅 徒歩4分;都電荒川線 東池袋四丁目駅 徒歩11分;都電荒川線 都電雑司ヶ谷駅 徒歩12分,43年 / 8階建,8階,ワンルーム,https://www.homes.co.jp/chintai/room/b5fd88dea0f6910f5f16008fcda52eed3289fbb5/
メゾン司,東京都文京区千駄木2丁目45-11,東京メトロ千代田線 千駄木駅 徒歩5分;東京メトロ千代田線 根津駅 徒歩11分;JR山手線 日暮里駅 徒歩15分,37年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/cedec136b1790b284d33c1e6a47fdd665ead266e/
メゾン司,東京都文京区千駄木2丁目45-11,東京メトロ千代田線 千駄木駅 徒歩5分;東京メトロ千代田線 根津駅 徒歩11分;JR山手線 日暮里駅 徒歩15分,37年 / 2階建,2階,1DK,https://www.homes.co.jp/chintai/room/2cd70fcf6aa40b3c1505853169a2118d8c833318/
東京メトロ千代田線 湯島駅 徒歩5分,東京都文京区湯島4丁目,東京メトロ千代田線 湯島駅 徒歩5分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩6分;東京メトロ銀座線 上野広小路駅 徒歩11分,43年 / 3階建,2階,1DK,https://www.homes.co.jp/chintai/room/2870ace26bf0161b64213f9e1cf0967ab2dc5082/
東京メトロ有楽町線 江戸川橋駅 徒歩7分,東京都文京区音羽1丁目22-18,東京メトロ有楽町線 江戸川橋駅 徒歩7分;東京メトロ有楽町線 護国寺駅 徒歩10分;東京メトロ丸ノ内線 茗荷谷駅 徒歩12分,38年 / 11階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/9048e20edae76e795088f272ea70ec745db971ab/
都営三田線 白山駅 徒歩8分,東京都文京区白山2丁目2-1,都営三田線 春日駅 徒歩8分;都営三田線 白山駅 徒歩8分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,33年 / 6階建,3階,1LDK,https://www.homes.co.jp/chintai/room/aafa737da7c4742fd98b7184b243d87c3a3ab9fd/
ワコーハイツ,東京都文京区本駒込3丁目40-12,JR山手線 田端駅 徒歩13分;JR山手線 駒込駅 徒歩13分;東京メトロ南北線 本駒込駅 徒歩13分,41年 / 5階建,5階,1K,https://www.homes.co.jp/chintai/room/83d55d347ec735148e9d366d49501f2eac55498b/
コーポマツヤ,東京都文京区小石川1丁目,都営三田線 春日駅 徒歩7分;東京メトロ南北線 後楽園駅 徒歩8分;都営三田線 白山駅 徒歩13分,46年 / 4階建,4階,2DK,https://www.homes.co.jp/chintai/room/e96d7c2a16cc29405ff2717052dba1e739507fac/
コーポマツヤ,東京都文京区小石川1丁目,都営三田線 春日駅 徒歩7分;東京メトロ南北線 後楽園駅 徒歩8分;都営三田線 白山駅 徒歩13分,46年 / 4階建,4階,2DK,https://www.homes.co.jp/chintai/room/cc1feb5a734abab6876e835351148d2dfa0db065/
エステート白山,東京都文京区白山4丁目,都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分;都営三田線 千石駅 徒歩13分,36年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/b177491384ba849b7c2a1b9d7f7293b8c17dbd5b/
エステート白山,東京都文京区白山4丁目,都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分;都営三田線 千石駅 徒歩13分,36年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/3edcf517244dd95e65fad25fe83f75baf7e60250/
エステート白山,東京都文京区白山4丁目,都営三田線 白山駅 徒歩7分;東京メトロ南北線 本駒込駅 徒歩13分;都営三田線 千石駅 徒歩13分,36年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/1429f7352f1c3b625f1e7a0e3880362b87909b5d/
仮称）千駄木3丁目マンション,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分,新築 / 3階建,3階,2LDK,https://www.homes.co.jp/chintai/room/0d92a3ed48a97148b742c2bd2493ec9c73fa2717/
仮称）千駄木3丁目マンション,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分,新築 / 3階建,1階,2SLDK,https://www.homes.co.jp/chintai/room/c3434a7894529ef505aa32598d0375d23eb4331e/
仮称）千駄木3丁目マンション,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分,新築 / 3階建,1階,1SLDK,https://www.homes.co.jp/chintai/room/4c02ba36e00f86114f8b15eb91a2c213aa4c4ab3/
ジオ文京千石,東京都文京区千石4丁目37-20,都営三田線 千石駅 徒歩4分;JR山手線 巣鴨駅 徒歩12分;JR山手線 駒込駅 徒歩19分,5年 / 10階建,6階,ワンルーム,https://www.homes.co.jp/chintai/room/a9a591daf5f87c1be1ecc65ba730117cb87b3eae/
ジオ文京千石,東京都文京区千石4丁目37-20,都営三田線 千石駅 徒歩4分;JR山手線 巣鴨駅 徒歩12分;JR山手線 駒込駅 徒歩19分,5年 / 10階建,6階,1SK,https://www.homes.co.jp/chintai/room/08b242105e80f963b2903298f8d2c3e6f23ec561/
東京メトロ有楽町線 江戸川橋駅 徒歩2分,東京都文京区関口1丁目16-1,東京メトロ有楽町線 江戸川橋駅 徒歩2分;東京メトロ東西線 神楽坂駅 徒歩7分;東京メトロ丸ノ内線 茗荷谷駅 徒歩16分,42年 / 7階建,5階,1DK,https://www.homes.co.jp/chintai/room/145bfb662f24f0f53666a9d894e39a876efa8680/
都営三田線 春日駅 徒歩4分,東京都文京区本郷4丁目15-1,東京メトロ丸ノ内線 後楽園駅 徒歩4分;都営三田線 春日駅 徒歩4分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩9分,17年 / 4階建,3階,1SLDK,https://www.homes.co.jp/chintai/room/f9111f12a71bb0922d0d75d635db9f494a811e06/
都営三田線 千石駅 徒歩7分,東京都文京区白山4丁目11-12,都営三田線 千石駅 徒歩7分;都営三田線 白山駅 徒歩13分;東京メトロ丸ノ内線 茗荷谷駅 徒歩15分,21年 / 2階建,2階,2LDK,https://www.homes.co.jp/chintai/room/384437f91aa583337c61c4d42deecf32ad799b40/
イトーピアアクシス千駄木,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩12分;JR山手線 西日暮里駅 徒歩13分,34年 / 11階建,5階,1K,https://www.homes.co.jp/chintai/room/d55e115f22587f9a87b2d761cbecc79a4e1c5dce/
イトーピアアクシス千駄木,東京都文京区千駄木3丁目,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩12分;JR山手線 西日暮里駅 徒歩13分,34年 / 11階建,1階,1LDK,https://www.homes.co.jp/chintai/room/246107d09f179b3d5ae4c751ab4fa23b2cf8d440/
東京メトロ有楽町線 護国寺駅 徒歩5分,東京都文京区音羽1丁目14-8,東京メトロ有楽町線 護国寺駅 徒歩5分;東京メトロ有楽町線 江戸川橋駅 徒歩10分;東京メトロ丸ノ内線 茗荷谷駅 徒歩12分,46年 / 10階建,4階,1DK,https://www.homes.co.jp/chintai/room/7c81ac183456534024f7bf43ad95bfe1a666521b/
東京メトロ南北線 後楽園駅 徒歩8分,東京都文京区小石川1丁目,都営三田線 春日駅 徒歩7分;東京メトロ南北線 後楽園駅 徒歩8分;都営三田線 白山駅 徒歩13分,46年 / 4階建,4階,2DK,https://www.homes.co.jp/chintai/room/83d2b119fab59bbb96c536e2a6d79d4b102a6074/
都営大江戸線 春日駅 徒歩12分,東京都文京区本郷6丁目8-18,東京メトロ南北線 東大前駅 徒歩10分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩11分;都営大江戸線 春日駅 徒歩12分,36年 / 3階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/1e835e8ef5917236c8fefdde13f09adee0505cd8/
エステートピア根津,東京都文京区根津1丁目24-5,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ千代田線 千駄木駅 徒歩10分;東京メトロ南北線 東大前駅 徒歩11分,35年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/9cda7cbd9f6269a04d164d5ee68f84e50250a25d/
TORYUお茶の水ビル,東京都文京区湯島2丁目4-1,JR中央線 御茶ノ水駅 徒歩9分;JR総武線 御茶ノ水駅 徒歩9分;東京メトロ銀座線 末広町駅 徒歩10分,44年 / 7階建,6階,1K,https://www.homes.co.jp/chintai/room/42a08b5d5b87dd4aa17bcf2822270d0c0b2b024f/
TORYUお茶の水ビル,東京都文京区湯島2丁目4-1,JR中央線 御茶ノ水駅 徒歩9分;JR総武線 御茶ノ水駅 徒歩9分;東京メトロ銀座線 末広町駅 徒歩10分,44年 / 7階建,6階,1DK,https://www.homes.co.jp/chintai/room/fb82e94402dbfc43b18ecb966a3c9a2f5f32c712/
都営三田線 白山駅 徒歩4分,東京都文京区白山2丁目,都営三田線 白山駅 徒歩4分;東京メトロ南北線 東大前駅 徒歩11分;東京メトロ南北線 本駒込駅 徒歩13分,41年 / 12階建,7階,1K,https://www.homes.co.jp/chintai/room/aaddd8d867869cb2c58a75753e1a565d64bf4332/
プチハウス小暮,東京都文京区千石4丁目,都営三田線 千石駅 徒歩7分;JR山手線 巣鴨駅 徒歩9分;JR山手線 駒込駅 徒歩16分,35年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/d1d7923ef528e4b4e3af8d82d882f15424c4f641/
サンシティ向丘,東京都文京区向丘1丁目,東京メトロ南北線 東大前駅 徒歩2分;東京メトロ千代田線 根津駅 徒歩11分;都営三田線 白山駅 徒歩13分,38年 / 4階建,4階,1DK,https://www.homes.co.jp/chintai/room/388a8b29a68ab985fb023dbe0744a238d157f2f8/
東京メトロ千代田線 千駄木駅 徒歩1分,東京都文京区千駄木3丁目32,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分;東京地下鉄南北線 本駒込 徒歩15分,新築 / 3階建,3階,2LDK,https://www.homes.co.jp/chintai/room/4c662054c7b61cf3a50c56cb46c257495b14ddae/
東京メトロ千代田線 千駄木駅 徒歩1分,東京都文京区千駄木3丁目32,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分;東京地下鉄南北線 本駒込 徒歩15分,新築 / 3階建,1階,3LDK,https://www.homes.co.jp/chintai/room/8cb31722178ced65d2bf9757a46e282f357aec70/
東京メトロ千代田線 千駄木駅 徒歩1分,東京都文京区千駄木3丁目32,東京メトロ千代田線 千駄木駅 徒歩1分;JR山手線 日暮里駅 徒歩9分;東京地下鉄南北線 本駒込 徒歩15分,新築 / 3階建,1階,2LDK,https://www.homes.co.jp/chintai/room/3a504f192d72d9993ba41651d84a46ab8035a302/
グリンカ白山,東京都文京区白山2丁目6-6,都営三田線 白山駅 徒歩10分;都営大江戸線 春日駅 徒歩10分;東京メトロ丸ノ内線 後楽園駅 徒歩14分,38年 / 4階建,3階,2DK,https://www.homes.co.jp/chintai/room/8c0d1c3e47d55a347a98754683720320fd4c8de8/
グリンカ白山,東京都文京区白山2丁目6-6,都営三田線 白山駅 徒歩10分;都営大江戸線 春日駅 徒歩10分;東京メトロ丸ノ内線 後楽園駅 徒歩14分,38年 / 4階建,3階,3DK,https://www.homes.co.jp/chintai/room/75c10312d96d2d2d982a45a933af99c3b6d772b9/
グランドメゾン茗荷谷,東京都文京区大塚3丁目,東京メトロ丸ノ内線 茗荷谷駅 徒歩5分;東京メトロ丸ノ内線 新大塚駅 徒歩12分;東京メトロ有楽町線 護国寺駅 徒歩13分,38年 / 9階建,8階,1K,https://www.homes.co.jp/chintai/room/e9bfcbe32cd6369552712d152dcc58eccf5e8bc8/
都営三田線 千石駅 徒歩4分,東京都文京区千石4丁目37-20,都営三田線 千石駅 徒歩4分;都営三田線 巣鴨駅 徒歩12分;JR山手線 駒込駅 徒歩19分,5年 / 10階建,6階,ワンルーム,https://www.homes.co.jp/chintai/room/bc46359f2fcbf8e8ea68133e28e733e918d75aa2/
都営三田線 千石駅 徒歩4分,東京都文京区千石4丁目37-20,都営三田線 千石駅 徒歩4分;都営三田線 巣鴨駅 徒歩12分;JR山手線 駒込駅 徒歩19分,5年 / 10階建,6階,1LK,https://www.homes.co.jp/chintai/room/114fb92052b4a1b0eadad83303fcc83c14bd9c2e/
都営三田線 千石駅 徒歩4分,東京都文京区千石4丁目37-20,都営三田線 千石駅 徒歩4分;都営三田線 巣鴨駅 徒歩12分;JR山手線 駒込駅 徒歩19分,5年 / 10階建,6階,1LDK,https://www.homes.co.jp/chintai/room/37be5be9b4b4b4955771d92d08b1c9941454169f/
都営三田線 千石駅 徒歩5分,東京都文京区本駒込6丁目12-8,都営三田線 千石駅 徒歩5分;都営三田線 巣鴨駅 徒歩11分,35年 / 5階建,3階,2DK,https://www.homes.co.jp/chintai/room/b667a8b9316ea4516bf8f2c8392366d0992de724/
ワコーレ第二千石,東京都文京区千石4丁目40-20,都営三田線 千石駅 徒歩3分;JR山手線 巣鴨駅 徒歩8分;JR山手線 駒込駅 徒歩16分,38年 / 5階建,1階,1K,https://www.homes.co.jp/chintai/room/1de12320c3b1c77a9c57aa823b646d0d7500bad7/
都営三田線 白山駅 徒歩5分,東京都文京区白山4丁目,都営三田線 白山駅 徒歩5分;東京メトロ南北線 本駒込駅 徒歩10分;都営三田線 千石駅 徒歩13分,36年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/50b8e669ebcbd592cf574f05a2af4b1034915360/
都営三田線 千石駅 徒歩5分,東京都文京区白山4丁目,都営三田線 千石駅 徒歩5分;都営三田線 白山駅 徒歩9分;東京メトロ南北線 本駒込駅 徒歩15分,40年 / 8階建,6階,1K,https://www.homes.co.jp/chintai/room/d68b6c73808dbd81c7fc1d00444084d4e51a4eb7/
都営三田線 千石駅 徒歩5分,東京都文京区白山4丁目,都営三田線 千石駅 徒歩5分;都営三田線 白山駅 徒歩9分;東京メトロ南北線 本駒込駅 徒歩15分,40年 / 8階建,5階,1DK,https://www.homes.co.jp/chintai/room/599be1418dddddfa3fca97e6cca5eee006a16476/
本郷ハイホーム,東京都文京区本郷1丁目22-6,東京メトロ南北線 後楽園駅 徒歩4分;都営大江戸線 春日駅 徒歩4分;JR中央線 水道橋駅 徒歩7分,43年 / 10階建,9階,ワンルーム,https://www.homes.co.jp/chintai/room/24e72c9b124683668ad0c6f652371e277a437455/
メゾンキャロット,東京都文京区千駄木5丁目,東京メトロ南北線 本駒込駅 徒歩7分;東京メトロ千代田線 千駄木駅 徒歩10分;都営三田線 白山駅 徒歩14分,38年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/21b6a3ab9f6f8eafce75d498bed418978b428421/
メゾンキャロット,東京都文京区千駄木5丁目,東京メトロ南北線 本駒込駅 徒歩7分;東京メトロ千代田線 千駄木駅 徒歩10分;都営三田線 白山駅 徒歩14分,38年 / 2階建,1階,1K,https://www.homes.co.jp/chintai/room/ba7c931a9709716e528f5798b927c7b32e94ed0b/
ラ・フルール,東京都文京区本駒込5丁目10-5,東京メトロ南北線 駒込駅 徒歩8分;JR山手線 駒込駅 徒歩9分;東京メトロ南北線 本駒込駅 徒歩13分,32年 / 3階建,2階,1LDK,https://www.homes.co.jp/chintai/room/65fe415cd814a0675420a2d3a110dffdd4e8cff3/
マンション西片,東京都文京区西片2丁目2-11,東京メトロ南北線 東大前駅 徒歩6分;都営三田線 春日駅 徒歩7分;東京メトロ千代田線 根津駅 徒歩14分,42年 / 4階建,3階,1LDK,https://www.homes.co.jp/chintai/room/b014b63018055b470e00a56d908a9b62e6d1e6a4/
JR総武線 御茶ノ水駅 徒歩9分,東京都文京区湯島2丁目,JR中央線 御茶ノ水駅 徒歩9分;JR総武線 御茶ノ水駅 徒歩9分;東京メトロ銀座線 末広町駅 徒歩10分,44年 / 7階建,6階,1K,https://www.homes.co.jp/chintai/room/b92094cbf8319b9cd64a158973a29d9e3141a784/
JR総武線 御茶ノ水駅 徒歩9分,東京都文京区湯島2丁目,JR中央線 御茶ノ水駅 徒歩9分;JR総武線 御茶ノ水駅 徒歩9分;東京メトロ銀座線 末広町駅 徒歩10分,44年 / 7階建,6階,1DK,https://www.homes.co.jp/chintai/room/dc04ff4209612e4646f7bd7635f9c145049f980f/
東京メトロ千代田線 根津駅 徒歩5分,東京都文京区根津1丁目,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ千代田線 千駄木駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩12分,35年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/77beb85c1db8ab037ae0eac590fb7639bd2597ad/
東京メトロ千代田線 根津駅 徒歩5分,東京都文京区根津1丁目,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ千代田線 千駄木駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩12分,35年 / 2階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/6cd55a38e23098066743794217a401bcf1250509/
ラサンテ文京千駄木,東京都文京区千駄木2丁目1-14,東京メトロ千代田線 千駄木駅 徒歩6分;東京メトロ千代田線 根津駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩9分,2年 / 15階建,14階,2LDK,https://www.homes.co.jp/chintai/room/d398524a9df7b96eb81cb78977b3fcf5c178d15b/
ラサンテ文京千駄木,東京都文京区千駄木2丁目1-14,東京メトロ千代田線 千駄木駅 徒歩6分;東京メトロ千代田線 根津駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩9分,2年 / 15階建,10階,2LDK,https://www.homes.co.jp/chintai/room/45f54cc5c4395570a5e24afd89e2d65f32ad9625/
ラサンテ文京千駄木,東京都文京区千駄木2丁目1-14,東京メトロ千代田線 千駄木駅 徒歩6分;東京メトロ千代田線 根津駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩9分,2年 / 15階建,10階,1SLDK,https://www.homes.co.jp/chintai/room/2f02286d86e293be082b8b76650a2affc75c2a95/
エミナース千駄木,東京都文京区千駄木3丁目5-3,東京メトロ千代田線 千駄木駅 徒歩3分;JR山手線 西日暮里駅 徒歩11分;JR山手線 日暮里駅 徒歩14分,38年 / 2階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/6d2c8f7ed480c83cb6ee1507338f2781ad986b10/
都営三田線 千石駅 徒歩7分,東京都文京区千石4丁目,都営三田線 千石駅 徒歩7分;JR山手線 巣鴨駅 徒歩9分;JR山手線 駒込駅 徒歩16分,35年 / 2階建,2階,1K,https://www.homes.co.jp/chintai/room/86700cc552b4cdd92d0c833483506ad634be5a94/
ハイムムラカミ,東京都文京区根津2丁目37-14,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩10分;山手線 日暮里 徒歩16分,36年 / 3階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/a8f7fd2c7760504eb6af54d3a34a0cae1be7b4ce/
ハイムムラカミ,東京都文京区根津2丁目37-14,東京メトロ千代田線 根津駅 徒歩5分;東京メトロ南北線 東大前駅 徒歩10分;山手線 日暮里 徒歩16分,36年 / 3階建,1階,1K,https://www.homes.co.jp/chintai/room/c1c170478b598d8e9f96038ddf76e7b7401d3565/
都営三田線 千石駅 徒歩3分,東京都文京区千石4丁目,都営三田線 千石駅 徒歩3分;JR山手線 巣鴨駅 徒歩8分;JR山手線 駒込駅 徒歩16分,38年 / 5階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/a517951f4aca784b67a8cd40ac8a9575eade0e3f/
都営三田線 春日駅 徒歩4分,東京都文京区本郷1丁目33-21,都営三田線 春日駅 徒歩4分;東京メトロ南北線 後楽園駅 徒歩5分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩8分,43年 / 5階建,5階,2LDK,https://www.homes.co.jp/chintai/room/e79db5dbc2fc5a6c1dbfd7238c911ad63dbaf27b/
都営三田線 春日駅 徒歩4分,東京都文京区本郷1丁目33-21,都営三田線 春日駅 徒歩4分;東京メトロ南北線 後楽園駅 徒歩5分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩8分,43年 / 5階建,4階,2LDK,https://www.homes.co.jp/chintai/room/0988e1c123e9a61327db3f4a4a5d6d9fa150adb8/
シャルム小日向,東京都文京区小日向3丁目18-8,東京メトロ有楽町線 護国寺駅 徒歩7分;東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;東京メトロ有楽町線 江戸川橋駅 徒歩11分,41年 / 3階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/38e3da22e9df34c21e528b8bdcd4954952530685/
プラネ小石川播磨坂,東京都文京区小石川4丁目17-5,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;東京メトロ南北線 後楽園駅 徒歩18分;都営三田線 白山駅 徒歩18分,21年 / 5階建,4階,1LDK,https://www.homes.co.jp/chintai/room/4f71adea0c77f07571012435f03b71b8bcc16926/
プラネ小石川播磨坂,東京都文京区小石川4丁目17-5,東京メトロ丸ノ内線 茗荷谷駅 徒歩8分;東京メトロ南北線 後楽園駅 徒歩18分;都営三田線 白山駅 徒歩18分,21年 / 5階建,2階,1SLDK,https://www.homes.co.jp/chintai/room/c14e83c012e13402e00957277fb05859d751e00d/
ビーンズ小石川,東京都文京区小石川1丁目28-16,都営三田線 春日駅 徒歩7分;東京メトロ丸ノ内線 後楽園駅 徒歩9分;都営三田線 白山駅 徒歩10分,45年 / 4階建,2階,1K,https://www.homes.co.jp/chintai/room/2aada76bc1ed06d1e53303203f960b2296cd711e/
タウンハウス本郷菊坂台町,東京都文京区本郷5丁目,都営大江戸線 本郷三丁目駅 徒歩5分;都営三田線 春日駅 徒歩10分;東京メトロ南北線 東大前駅 徒歩13分,40年 / 3階建,2階,ワンルーム,https://www.homes.co.jp/chintai/room/339a07070cb23d9582def877d69edca9b250a3d0/
本郷菊富士レジデンス,東京都文京区本郷5丁目5-5,東京メトロ丸ノ内線 本郷三丁目駅 徒歩6分;都営大江戸線 春日駅 徒歩7分;東京メトロ丸ノ内線 後楽園駅 徒歩13分,40年 / 3階建,1階,ワンルーム,https://www.homes.co.jp/chintai/room/3b85f71bd90ae2ac23df7be6d08bfe999eae893b/
東京メトロ千代田線 千駄木駅 徒歩7分,東京都文京区千駄木3丁目,JR山手線 西日暮里駅 徒歩5分;東京メトロ千代田線 千駄木駅 徒歩7分;JR山手線 日暮里駅 徒歩13分,41年 / 10階建,6階,ワンルーム,https://www.homes.co.jp/chintai/room/8add1682a9a36fc778dd5175a455e1e8380b064d/
東京メトロ南北線 東大前駅 徒歩2分,東京都文京区向丘1丁目4-11,東京メトロ南北線 東大前駅 徒歩2分;都営三田線 白山駅 徒歩9分;東京メトロ南北線 本駒込駅 徒歩14分,37年 / 3階建,2階,1K,https://www.homes.co.jp/chintai/room/7c74d1f254bc4ae185367c646235ac2c934822d8/
東京メトロ千代田線 千駄木駅 徒歩6分,東京都文京区千駄木2丁目1-14,東京メトロ千代田線 千駄木駅 徒歩6分;東京メトロ千代田線 根津駅 徒歩8分;東京メトロ南北線 東大前駅 徒歩9分,2年 / 15階建,10階,1SLDK,https://www.homes.co.jp/chintai/room/68f640574d440569e9fe22b792589f3651b05f36/
JR総武線 御茶ノ水駅 徒歩7分,東京都文京区本郷2丁目,都営三田線 水道橋駅 徒歩5分;JR総武線 御茶ノ水駅 徒歩7分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩11分,42年 / 6階建,4階,ワンルーム,https://www.homes.co.jp/chintai/room/ed1942d4bb6d3dd76731f207eedc05652b2f7ec6/
JR総武線 御茶ノ水駅 徒歩7分,東京都文京区本郷2丁目,都営三田線 水道橋駅 徒歩5分;JR総武線 御茶ノ水駅 徒歩7分;東京メトロ丸ノ内線 本郷三丁目駅 徒歩11分,42年 / 6階建,3階,ワンルーム,https://www.homes.co.jp/chintai/room/8c032b738958e926459169d5919222b9e00dc2b5/
